Number,Description,Short description,Close notes,Full description,group_id,root_cause
INC1643621,"amway websiteDear IT Team, PC Customer Verified Mobile Number & Email ID Showing as Not-verified. PC try to verify the details it is showing error that:- Mobile Number & Email ID you entered is already in use.","Dear IT Team, PC Customer Verified Mobile Number & Email ID Showing as Not-verified. PC try to verify the details it is showing error that:- Mobile Numb","Phone number has been verified, please ask user to check now.","amway websiteDear IT Team, PC Customer Verified Mobile Number & Email ID Showing as Not-verified. PC try to verify the details it is showing error that:- Mobile Number & Email ID you entered is already in use.-Dear IT Team, PC Customer Verified Mobile Number & Email ID Showing as Not-verified. PC try to verify the details it is showing error that:- Mobile Numb",436,Core Application Functionality Issues
INC1674863,"Hi Team, please check why amount in SCB lesser than hybris",Amount in SCB lesser than hybris - (Moderate Priority),"Kindly help to check this with SCB team,
We can see refund amount is correct in return in hybris.","Hi Team, please check why amount in SCB lesser than hybris-Amount in SCB lesser than hybris - (Moderate Priority)",437,Order Management Issues
INC1665806,I can see that CV was created to Spouse TRN NGC TN (party ID : ) -> ABO can not use CV as normal at POS and SF - POP UP: Currently we are unable to update your vouchers information of the cart.=> pls help to fix this issue for ABO V TH MNG TUYN (party ID :  ) & TRN NGC TN (party ID : )CV Name : SOPTTG092023,ABO can not use CV as normal at POS and SF - POP UP: Currently we are unable to update your vouchers information of the cart.,"As checked over the call, CV SOPTTG092023 getting captured succesfully.

As per confirmation, we would like to mark the Incident as resolved and if any other vouchers have the same issue, kindly raise a new incident so that we can ask MDMS to correct the voucher assignment.

Please note that the issue originally came because the voucher was assigned to incorrect party through CSV file..
",I can see that CV was created to Spouse TRN NGC TN (party ID : ) -> ABO can not use CV as normal at POS and SF - POP UP: Currently we are unable to update your vouchers information of the cart.=> pls help to fix this issue for ABO V TH MNG TUYN (party ID :  ) & TRN NGC TN (party ID : )CV Name : SOPTTG092023-ABO can not use CV as normal at POS and SF - POP UP: Currently we are unable to update your vouchers information of the cart.,438,Information & Documentation Gaps
INC1653430,"was created from Aug ,  ::, but still Created upto now  oct => Pls help to check for this issue, why did order was cancelled as normal=> i cancel this order by manual now","Order created long ago, still remain as 'Created' status","We checked the issue and found that these were orders created during node issues in the past and due to those issues, the events were not processed.
For example, some of the orders were from a recent issue that happened on the 18th of July where there were node issues.
We have pushed the event and the order status is updated now.
For now, we would like to mark the Incident as resolved .","was created from Aug ,  ::, but still Created upto now  oct => Pls help to check for this issue, why did order was cancelled as normal=> i cancel this order by manual now-Order created long ago, still remain as 'Created' status",439,Order Management Issues
INC1698325,"order paid but status still createdCard 469672xxxxxx9991610819874_20231217-Dec ,  :: PM  ,,. ACCEPTED",Order paid but status still created,"We checked and found that this order was picked in the query for manual cancellation.
While this was being canceled, the user tried to make a payment and therefore the issue occurred.
As discussed earlier, during manual cancellation, this can happen.
We have fixed the order manually and the order is now in a confirmed state.

For now, we would like to mark the incident as resolved
","order paid but status still createdCard 469672xxxxxx9991610819874_20231217-Dec ,  :: PM  ,,. ACCEPTED-Order paid but status still created",439,Order Management Issues
INC1693302,"Orders paid but status still CREATED :  + => pls help to check and fix this issueE-Banking 610743434_20231210-Dec ,  :: AM  ,. ACCEPTEDE-Banking 610777088_20231209-Dec ,  :: PM  ,,. ACCEPTED",Orders paid but status still CREATED :  +,"We checked and found that there was some issue with the LOS call due to which the process was in failed state.
WE repaired the process and the order is changed to CONFIRMED state.

For now, we would like to mark the Incident as resolved","Orders paid but status still CREATED :  + => pls help to check and fix this issueE-Banking 610743434_20231210-Dec ,  :: AM  ,. ACCEPTEDE-Banking 610777088_20231209-Dec ,  :: PM  ,,. ACCEPTED-Orders paid but status still CREATED :  +",439,Order Management Issues
INC1674479,"ICP Customer number is not able to make an order in POS. its showing (PC has not update the address, pl ask customer to update the address in profile).",ICP Customer number is not able to make an order in POS. its showing (PC has not update the address,"Issue is resolved by the MDMS team.

Hence closing the case.","ICP Customer number is not able to make an order in POS. its showing (PC has not update the address, pl ask customer to update the address in profile).-ICP Customer number is not able to make an order in POS. its showing (PC has not update the address",440,Order Management Issues
INC1632479,"ABO#:  |  party ID:  RC#  | party ID:  Same Amway ID: +.After successful party consolidation, user is not getting logged in, need to click on SIGN IN button one more time to be in. I have walked through the demo to Amway ID v2. team. Please help  fix it asap",ABO/RC is not getting login after party consolidation is successful,"We have created PRB PRB0075198 for RCA and permanent fix of the issue.
However, the issue did not get replicate sometimes.
As a workaround, user can login from the normal flow.
For now, we would like to mark the Incident as resolved and would request you to please track PRB for progress.","ABO#:  |  party ID:  RC#  | party ID:  Same Amway ID: +.After successful party consolidation, user is not getting logged in, need to click on SIGN IN button one more time to be in. I have walked through the demo to Amway ID v2. team. Please help  fix it asap-ABO/RC is not getting login after party consolidation is successful",441,User Authentication & Authorization Issues
INC1645553,www.amway.inThe current promo of points uplift for ADSPs after uploading their FSSAI details is not working for few ADSPs. The ADSPs are claiming that they uploaded their documents on the Amway website but when we are checking (through impersonation) their documents are not reflecting in the documents tab of their Hybris login.,The current promo of points uplift for ADSPs after uploading their FSSAI details is not working for few ADSPs. The ADSPs are claiming that they uploaded their d,"User is not present in any of the list provided to us. kindly co-ordinate with business regarding the same.
",www.amway.inThe current promo of points uplift for ADSPs after uploading their FSSAI details is not working for few ADSPs. The ADSPs are claiming that they uploaded their documents on the Amway website but when we are checking (through impersonation) their documents are not reflecting in the documents tab of their Hybris login.-The current promo of points uplift for ADSPs after uploading their FSSAI details is not working for few ADSPs. The ADSPs are claiming that they uploaded their d,442,Product & Service Specific Defects
INC1642039,"The current promo of points uplift for ADSPs after uploading their FSSAI details is not working for ADSP No. . The ADSP is trying to place the order but system is showing normal points i.e., without point uplift.",The current promo of points uplift for ADSPs after uploading their FSSAI details is not working for. - (Moderate Priority),Offer is active for the user  . Kindly ask the user to try again and let us know in case of any concerns.,"The current promo of points uplift for ADSPs after uploading their FSSAI details is not working for ADSP No. . The ADSP is trying to place the order but system is showing normal points i.e., without point uplift.-The current promo of points uplift for ADSPs after uploading their FSSAI details is not working for. - (Moderate Priority)",442,Order Management Issues
INC1659420,POS / RPABO ORDER IS NOT DROPPED #,ABO ORDER IS NOT DROPPED #,"As checked payment is not successful for the order, and we have marked the order as Payment_Failed.
Hence, it will not be dropped in RP.
",POS / RPABO ORDER IS NOT DROPPED #-ABO ORDER IS NOT DROPPED #,443,Order Management Issues
INC1666389,Job ID COMPLETED in Zuper but in POS System NOT YET SHIPPED,Zuper ID Problem,"Close notes copied from Parent Incident: All orders has been fixed mentioned in the ticket and orders are marked as 'pickup complete ' and orders are progressed in EBS as well.

PRB0075595 is raised for RCA and fix of this issue.
Incident 'INC1666389' closed based on closure of task 'INC1665708'

All orders has been fixed mentioned in the ticket and orders are marked as 'pickup complete ' and orders are progressed in EBS as well.

PRB0075595 is raised for RCA and fix of this issue.",Job ID COMPLETED in Zuper but in POS System NOT YET SHIPPED-Zuper ID Problem,444,Miscellaneous/Uncategorized
INC1691810,"Regular order page Pick up mode Kamphaengphet Shop. show bad address.please change address to "" / Village No. , Nakhon Chum Subdistrict, Mueang District, Kamphaeng Phet Province """,regurlar order page  show bad address.,"Muang has been removed now from the pick up address as per the caller request.
Closing this case as confirmed with @[Petcharat Wangkiri] over teams.","Regular order page Pick up mode Kamphaengphet Shop. show bad address.please change address to "" / Village No. , Nakhon Chum Subdistrict, Mueang District, Kamphaeng Phet Province ""-regurlar order page  show bad address.",445,Order Management Issues
INC1697163,Team Issue : Payment fail to charge for ALP/EPP orders. User and Finance is asking for information.  Details below of  cases reported. ZD REF #  : EPP Payment fail to charge by systemOrder # :  ABO Details  :   JACQUELINE  ZD REF #  :  EPP Payment fail to charge by systemOrder # :  ABO Details  :   JOHNNY LIM HOCK LEONG  ZD REF #   :   ALP Payment fail to charge by systemOrder # :  ABO Details  :   LOONG LI YING  ZD REF # :  EPP Payment fail to charge by systemOrder # :  Order # :  ABO Details  :   LIM WEN JING & TAI FOOK HAU  ZD REF #  :   EPP Payment fail to charge by system ( Original INC cancelled by IT  :) Order #  Order #  ABO #   THOY WAI KHYEResults Required ( Fill into appended file) Reason payment failed - Transaction log. Did the notification sent out - date/ time /contact number Was the pay now button available for manual payment Was there any attempt to make manual payment Is this system or user error Status : Urgent Thanks & Regards Sherryl,Payment fail to charge for ALP/EPP,"Analysis has been shared for above mentioned orders:

> The ""pay now"" button becomes available on the website for EPP orders with failed payments. No manual payment attempts were made for the above-mentioned orders.
For all EPP orders, the notification emails were sent to the respective users. Please refer to the details in the attached docx file.

> REQ1168674 has been raised for further investigation.",Team Issue : Payment fail to charge for ALP/EPP orders. User and Finance is asking for information.  Details below of  cases reported. ZD REF #  : EPP Payment fail to charge by systemOrder # :  ABO Details  :   JACQUELINE  ZD REF #  :  EPP Payment fail to charge by systemOrder # :  ABO Details  :   JOHNNY LIM HOCK LEONG  ZD REF #   :   ALP Payment fail to charge by systemOrder # :  ABO Details  :   LOONG LI YING  ZD REF # :  EPP Payment fail to charge by systemOrder # :  Order # :  ABO Details  :   LIM WEN JING & TAI FOOK HAU  ZD REF #  :   EPP Payment fail to charge by system ( Original INC cancelled by IT  :) Order #  Order #  ABO #   THOY WAI KHYEResults Required ( Fill into appended file) Reason payment failed - Transaction log. Did the notification sent out - date/ time /contact number Was the pay now button available for manual payment Was there any attempt to make manual payment Is this system or user error Status : Urgent Thanks & Regards Sherryl-Payment fail to charge for ALP/EPP,446,Order Management Issues
INC1674221,"Dated  November , Sapphire has attempted to perform auto-deduction on her credit card, however the payment attempt was failed. Credit card has no credit issue.Card detail: Ambank, .","Sapphire has attempted to perform auto-deduction on her credit card, however the payment attempt was failed.","

Silent payment against the reported orders failed for reported 2 orders due to below reason.
In this case, user needs to retokenize the card or make payment using new card.


1) Order: 10033518386
Silent payment transaction: 121227667_1699743841957
2023-11-11T23:04:02.632303772Z stdout F 2023-11-11T23:04:02,555+00:00 | [ERROR] [lynxMSBEppInstalmentDailyPaymentJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] [LynxMPGSRestServiceImpl] (lynxMSBEppInstalmentDailyPaymentJob) | 400 : [{""error"":{""cause"":""INVALID_REQUEST"",""explanation"":""Value '9533791889950847' is invalid. The token provided in the request is marked as invalid. The card details stored against the token must be update... (419 bytes)]
2023-11-11T23:04:02.632324492Z stdout F org.springframework.web.client.HttpClientErrorException$BadRequest: 400 : [{""error"":{""cause"":""INVALID_REQUEST"",""explanation"":""Value '9533791889950847' is invalid. The token provided in the request is marked as invalid. The card details stored against the token must be update... (419 bytes)]

Manual payment transaction: 121240629_1699746354667
2023-11-11T23:45:56.487451714Z stdout F 2023-11-11T23:45:56,460+00:00 | [INFO] [hybrisHTTP18] [LynxHostedSessionPaymentController] [127.0.0.6] 49260334-100-10034268024 | Update Session Request for order 100-10033518386_1, transaction id 100-121240629_1699746354667 is failed via 3DS due to either DO_NOT_PROCEED or AUTHENTICATION_NOT_SUPPORTED


2) Order: 10031979309
Silent payment transaction: 121227838_1699744096125
2023-11-11T23:08:16.68860149Z stdout F 2023-11-11T23:08:16,678+00:00 | [ERROR] [lynxMSBEppInstalmentDailyPaymentJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] [LynxMPGSRestServiceImpl] (lynxMSBEppInstalmentDailyPaymentJob) | 400 : [{""error"":{""cause"":""INVALID_REQUEST"",""explanation"":""Value '9533791889950847' is invalid. The token provided in the request is marked as invalid. The card details stored against the token must be update... (419 bytes)]
2023-11-11T23:08:16.688917498Z stdout F org.springframework.web.client.HttpClientErrorException$BadRequest: 400 : [{""error"":{""cause"":""INVALID_REQUEST"",""explanation"":""Value '9533791889950847' is invalid. The token provided in the request is marked as invalid. The card details stored against the token must be update... (419 bytes)]

Manual payment transaction: 121240628_1699746294713
2023-11-11T23:44:57.121451865Z stdout F 2023-11-11T23:44:57,089+00:00 | [INFO] [hybrisHTTP33] [LynxHostedSessionPaymentController] [127.0.0.6] 49260334-100-10034268024 | Update Session Request for order 100-10031979309_3, transaction id 100-121240628_1699746294713 is failed via 3DS due to either DO_NOT_PROCEED or AUTHENTICATION_NOT_SUPPORTED

ABO has added the new card, that solved the issue.
Closing as per confirmation received.","Dated  November , Sapphire has attempted to perform auto-deduction on her credit card, however the payment attempt was failed. Credit card has no credit issue.Card detail: Ambank, .-Sapphire has attempted to perform auto-deduction on her credit card, however the payment attempt was failed.",447,Order Management Issues
INC1673762,Team Issue : Not able pay in advance for EPP Details ABO #  ROSNAH BINTI ISMAILOrder # Results Required Enable the Pay in Advance button See video attachment Thanks & Regards Sherryl,Not able pay in advance for EPP,"We are able to see 'PAY IN ADVANCE' button against the reported EPP order.
Please inform user to recheck and proceed for payment.
Screenshot attached for reference.

No action taken from Hybris.
Caller confirmed to close the incident.",Team Issue : Not able pay in advance for EPP Details ABO #  ROSNAH BINTI ISMAILOrder # Results Required Enable the Pay in Advance button See video attachment Thanks & Regards Sherryl-Not able pay in advance for EPP,448,Order Management Issues
INC1695717,"amway.com.auAU IBO  Gary Heslin advised that he received an email / to advise that he had  $.  transferrable coupons which were transferred which he did not request or authorise. However, when he went online to view under his coupon management they were displayed and were still active.  Do we know why this information would of been sent.",AU IBO advised that he received an email / which shouldn't be,"As checked on our end, the Ibo received the mail of the coupon transferred due to the actions taken by his upline.(8490896 THAIC PTY LTD)
This mail gets triggered not by Ibo's action but by the actions of his/her upline.
If any further clarification is needed you can reach out to us over teams.
For now, we are marking this incident as resolved.
In case of any issue do reach out to us.","amway.com.auAU IBO  Gary Heslin advised that he received an email / to advise that he had  $.  transferrable coupons which were transferred which he did not request or authorise. However, when he went online to view under his coupon management they were displayed and were still active.  Do we know why this information would of been sent.-AU IBO advised that he received an email / which shouldn't be",449,Information & Documentation Gaps
INC1659794,"Please check , why foa upgrade order is show duplicate sku sku such as Pl","Please check , why foa upgrade order is show duplicate sku","Hi @Jirapart Jankaew

Issue : When FOA upgrade to ABO then upgrade order show duplicate sku 291580

Issue is not replicable in lower environment and it is intermittent issue is production

WorkAround : As a work around we can manually edit the duplicate sku 291580 from order entry

Channel : website

For permanent fix we have raised PRB0075467

Closing as confirmed from @[Phongsiri Wongammarukhachok]

Thanks","Please check , why foa upgrade order is show duplicate sku sku such as Pl-Please check , why foa upgrade order is show duplicate sku",450,Order Management Issues
INC1673763,"amway websiteDear Team,Greetings of the Day!!This is to update you that Distributor had placed  for Atmosphere Mini Bonanza Savings Offer Promo in Nov- & now wants to avail a discount of Rs . on the buyer price of Mini filter.But while ordering at website the option of selecting the Couponits not missing/visible/showing so request you to please investigate this & rectify this errorasap so that distributor can place the order & avail the discount offer .","Dear Team,Greetings of the Day!!This is to update you that Distributor had placed order for Atmosphere Mini Bonanza Savings Offer Promo in N",We have corrected the coupon settings for the user . Kindly ask the user to try now and let us know in case issue still persists.,"amway websiteDear Team,Greetings of the Day!!This is to update you that Distributor had placed  for Atmosphere Mini Bonanza Savings Offer Promo in Nov- & now wants to avail a discount of Rs . on the buyer price of Mini filter.But while ordering at website the option of selecting the Couponits not missing/visible/showing so request you to please investigate this & rectify this errorasap so that distributor can place the order & avail the discount offer .-Dear Team,Greetings of the Day!!This is to update you that Distributor had placed order for Atmosphere Mini Bonanza Savings Offer Promo in N",451,Order Management Issues
INC1675131,"amway websiteDear Team,Greetings of the Day!!This is to update you that Distributor had placed order #  for Atmosphere Mini Bonanza Savings Offer Promo in Nov- & now wants to avail a discount of Rs . on the buyer price of Mini filter.But while ordering at website the option of selecting the Coupon its not missing/visible/showing so request you to please investigate this & rectify this error asap so that distributor can place the order & avail the discount offer .","Dear Team,Greetings of the Day!!This is to update you that Distributor had placed order for Atmosphere Mini Bonanza Savings Offer Promo in N","Hi team

Kindly ask the user to check now and let us know in case issue still persists.","amway websiteDear Team,Greetings of the Day!!This is to update you that Distributor had placed order #  for Atmosphere Mini Bonanza Savings Offer Promo in Nov- & now wants to avail a discount of Rs . on the buyer price of Mini filter.But while ordering at website the option of selecting the Coupon its not missing/visible/showing so request you to please investigate this & rectify this error asap so that distributor can place the order & avail the discount offer .-Dear Team,Greetings of the Day!!This is to update you that Distributor had placed order for Atmosphere Mini Bonanza Savings Offer Promo in N",451,Order Management Issues
INC1695736,"We have tagged split ship as ""True"" but order still flow to RP. Please check and update what is the root cause of this issue, or any setting is not correct. SKU : . . Order Number : . . .",Back Office split shipment configuration not working as setup.,"Split ship flag set as True for SKU SKU: 316793 & 318133, e but the order still flow to RP for fulfilment. It should flow to east Malaysia shop fulfilment. 
We have raised problem ticket: PRB0076071 to fix the fulfillment issue for replacement orders.

As per Tebban discussion with SachinKumar from BA, below are the points discussed in teams chat.

[Thursday 6:33 PM] Sachin Kumar
Hi Pramod I spoke to Tebban today. There were 2 issues
1. Split ship flag was not working for a product which I think u fixed
2. When they did replacement from 80090 then that product was not shipped from EM. Which is correct based on our current implemention 
[Thursday 6:33 PM] Sachin Kumar
So original issue is resolved the incident
[Thursday 6:34 PM] Sachin Kumar
The other issue I still couldn't speak to Ghopi but in case if needed then we handle operationally or CCR 
[Thursday 6:35 PM] Sachin Kumar
I will ask Tebban to close the incident for 1 issue 

Caller also confirmed to close the incident.
[9:42 AM] Pramod P
HI Tebban Muniandy
[11:15 AM] Tebban Muniandy
Hi Pramod P, please close the ticket. ","We have tagged split ship as ""True"" but order still flow to RP. Please check and update what is the root cause of this issue, or any setting is not correct. SKU : . . Order Number : . . .-Back Office split shipment configuration not working as setup.",452,Order Management Issues
INC1700197,"Found order mark as return on mdms portal. However, there is no return information for Hybris",Please check the above order has return order issue,"VB
Vaibhav Bhagat
Additional comments (Customer visible)•2023-12-20 21:50:16•Translate
Hi @Wei Ying Wan,

We could see that return is already processed in hybris with return no. # 40000091251 and return status is completed.

Please confirm if still having any concerns.","Found order mark as return on mdms portal. However, there is no return information for Hybris-Please check the above order has return order issue",453,Order Management Issues
INC1701493,Missing wording in the search product function on Mobile view - SOP ART/Personal care/Bodykey,Missing wording in the search product function on Mobile view - SOP ART/Personal care/Bodykey,"We have created PRB PRB0076193 for RCA and permanent fix of the issue.
As this is UI issue and searching is getting done without any issue, we would like to mark the Incident as resolved for now.
We request you to please track PRB for progress.",Missing wording in the search product function on Mobile view - SOP ART/Personal care/Bodykey-Missing wording in the search product function on Mobile view - SOP ART/Personal care/Bodykey,454,Core Application Functionality Issues
INC1694742,"Hi Team,ISSUE: ABO  SHAMEELA BINTI SHAFIE complaint having issue to login into the Away website as the page keep on loading.DETAILS:ABO/APC Details:  SHAMEELA BINTI SHAFIELogin ID: ACTION REQUIRED:Kindly assist to recheck the login issue for the ABO  SHAMEELA BINTI SHAFIE account since unable to load the log in page to key in ID and PW in Amway website. Every time goes to home page when click ""login"". She already clears catch 2X browser Chrome and tried using Edge also the same issue.Thanks & Regards,Harsh",ABO complaint having issue to login into the Away website as the page keep on loading,"Hi Harshinii A/p Ananda Rajah,

We could see success response when user is trying to login through Amway ID.
There were few carts in null state, we have marked those carts as Cancelled.

Please inform user to try again and revert with error screenshot or video if issue still persists.","Hi Team,ISSUE: ABO  SHAMEELA BINTI SHAFIE complaint having issue to login into the Away website as the page keep on loading.DETAILS:ABO/APC Details:  SHAMEELA BINTI SHAFIELogin ID: ACTION REQUIRED:Kindly assist to recheck the login issue for the ABO  SHAMEELA BINTI SHAFIE account since unable to load the log in page to key in ID and PW in Amway website. Every time goes to home page when click ""login"". She already clears catch 2X browser Chrome and tried using Edge also the same issue.Thanks & Regards,Harsh-ABO complaint having issue to login into the Away website as the page keep on loading",455,Core Application Functionality Issues
INC1661147,"ABO completed SA88, Signature and BTCTraining but he/she can't place order (ASM and POS). Pls help to check this issue and fix it and pls help to check how many similar cases?ABO# I used to report this issue. Ticket# . Pls help to check this issue and fix the root cause","ABO completed SA88, Signature and BTCTraining but he/she can't place order","The block was added by User I'd : vnm00147 as per MDMS team
Please check with the user and disable the block from BOSS if reqiured.
For now, we would like to mark the Incident as resolved","ABO completed SA88, Signature and BTCTraining but he/she can't place order (ASM and POS). Pls help to check this issue and fix it and pls help to check how many similar cases?ABO# I used to report this issue. Ticket# . Pls help to check this issue and fix the root cause-ABO completed SA88, Signature and BTCTraining but he/she can't place order",456,Order Management Issues
INC1676597,change status sop sku.  sub.id   from processed to active due to purchase again,Change status SOP,"Hi @[Chananchida Prasitsuwan],
We have changed Nov element of 109390190  to active.
Closing this case as confirmed with you over teams chat.
Regards,
Aimee M Zhou",change status sop sku.  sub.id   from processed to active due to purchase again-Change status SOP,457,Miscellaneous/Uncategorized
INC1647926,ORDERES NOT reflect IN FAREYE,ORDERES NOT reflect IN FAREYE,"Hi Team,
Due to infra issue order was not pushed to Fareye.
We have repushed the order now.
Order status is shipped.",ORDERES NOT reflect IN FAREYE-ORDERES NOT reflect IN FAREYE,458,Order Management Issues
INC1655066,ThreePL_Order_NumberThreePL_Order_Ship_Confirmed_Date,[DATA RECON][MY][ Order] Missing Ship confirmation in Hybris,"We have checked and could see that ship signal has been processed and order is in SHIPPED status at Hybris end.
As per confirmation from caller on MS teams, marking the incident as resolved.",ThreePL_Order_NumberThreePL_Order_Ship_Confirmed_Date-[DATA RECON][MY][ Order] Missing Ship confirmation in Hybris,459,Order Management Issues
INC1666576,ThreePL_Order_Number,[DATA RECON][SG][1054Orders] Missing Ship Confirmation in Hybris,"We have checked and found that all events are already  triggered from hybris end for mentioned orders and also as confirmed by EBS team, orders are closed at their end as well.

As per confirmation from caller on MS teams, marking the incident as resolved.",ThreePL_Order_Number-[DATA RECON][SG][1054Orders] Missing Ship Confirmation in Hybris,459,Data Integrity & Synchronization Errors
INC1640815,Attached report for your action,Orders are missing in data lake for aff  Vietnam,"The ORDER_CONFIRMED events were pushed as requested by Webmethods team on INC1635120.
As per your request, we have pushed the event ORDER_COMPLETE for all the orders.
For now, we would like to mark the Incident as resolved
",Attached report for your action-Orders are missing in data lake for aff  Vietnam,460,Data Integrity & Synchronization Errors
INC1655524,**********,[DATA RECON][MY][ Orders] Missing lot numbers,"We have checked the order 10033368734 and have found that for this order, we had received double shipment from RP and thus getting negative reserves and thus manual handling was done as a part of the workaround for negative reservation created due to this double shipment received. 
Adjustment has been done at EBS end as well, hence closing this incident.",**********-[DATA RECON][MY][ Orders] Missing lot numbers,461,Order Management Issues
INC1680225,Physically available but not showing in,Products physically available but not showing in POS,"As checked for  it is visible in POS for Warehouse E18, PFA screenshot for your reference.
and for  there is no available to sell stock is present.",Physically available but not showing in-Products physically available but not showing in POS,462,Miscellaneous/Uncategorized
INC1689982,"Dear Team,The BOPIS order ) cancelled by the customer is still reflecting in our system, we got the printout mentioned as CANCELLED .Also have found the particular order stock was reduced in system.Moreover, spoke and confirmed with Customer, told he only cancelled the Order for reasons products unwanted. Shall we raise the ticket for to cancel the same,  Requesting your kind guidance for further pls.",Cancelled BOPIS Order,"Order has been marked as cancelled, kindly verify.","Dear Team,The BOPIS order ) cancelled by the customer is still reflecting in our system, we got the printout mentioned as CANCELLED .Also have found the particular order stock was reduced in system.Moreover, spoke and confirmed with Customer, told he only cancelled the Order for reasons products unwanted. Shall we raise the ticket for to cancel the same,  Requesting your kind guidance for further pls.-Cancelled BOPIS Order",463,Order Management Issues
INC1684810,Can not cancelled order .Please cancell.,Can not cancelled order,"Hi @Petcharat Wangkiri,

As requested , the order has been cancelled.

Closing on confirmation from caller",Can not cancelled order .Please cancell.-Can not cancelled order,463,Order Management Issues
INC1692358,"APC claimed that Amway overcharged her for ALP order # , order amount more than subscription amount. Upon checking, order #  contains of products for  ALP profiles (Cbigke2Oct &  Omega1big).On Dec , there are total of  orders created for  ALP profiles under same OPD, address and same card. Payment for  orders went through and payment for order #  cannot went through. Questions: . Please check why  order can be created for  different profiles. . Please refer to attached screenshot and investigate why multiple profiles can be created with same OPD and address. . Please check why payment for order #  unsuccessful while rest of  orders using the same card went through successfully.","ALP payment failure, amount not tally and profile creation Issues","A problem ticket PRB0076141 has been created for further discussion / Analysis of this issue. 

Since  as per current functionality, we can have identical Order Processing Day, Payment Detail and Address with different Profile Name during edit that is why a single order was created for these two subscriptions. We will continue our discussion and analysis further  over the problem ticket and resolving the incident for now.

Please reach out to us in case of any further concern.","APC claimed that Amway overcharged her for ALP order # , order amount more than subscription amount. Upon checking, order #  contains of products for  ALP profiles (Cbigke2Oct &  Omega1big).On Dec , there are total of  orders created for  ALP profiles under same OPD, address and same card. Payment for  orders went through and payment for order #  cannot went through. Questions: . Please check why  order can be created for  different profiles. . Please refer to attached screenshot and investigate why multiple profiles can be created with same OPD and address. . Please check why payment for order #  unsuccessful while rest of  orders using the same card went through successfully.-ALP payment failure, amount not tally and profile creation Issues",464,Order Management Issues
INC1641507,MDMSRemove the FSSAI registration details from primary person ID of the organisation ABO#,Remove the FSSAI registration details from primary person ID of the organisation ABO#,"The FSSAI details are removed.

Hence mark as resolved.",MDMSRemove the FSSAI registration details from primary person ID of the organisation ABO#-Remove the FSSAI registration details from primary person ID of the organisation ABO#,465,Product & Service Specific Defects
INC1648481,A8600PH Inventory variance with wastage issue,Wastage Issue,"After our inspection, we found that this waste event was caused by the difference between ebs and hybris. If the difference does not exist, it will be automatically cleared the next day. Attached is a screenshot of the relevant log for reference.",A8600PH Inventory variance with wastage issue-Wastage Issue,466,Miscellaneous/Uncategorized
INC1675707,"118120A - (Wastage Events) 110729M- (Wastage Event), 125341M- (Wastage EventS) , 124111A- (Wastage Events )Our isupport system is Tna","118120A - (Wastage Events) 110729M- (Wastage Event), 125341M- (Wastage EventS) , 124111A- (Wastage Events )","We have checked the reported SKU's and have found that these are genuine wastages, and these cannot be removed, once EBS consumes, then only these will be cleared.

caller confirmed to close the incident.","118120A - (Wastage Events) 110729M- (Wastage Event), 125341M- (Wastage EventS) , 124111A- (Wastage Events )Our isupport system is Tna-118120A - (Wastage Events) 110729M- (Wastage Event), 125341M- (Wastage EventS) , 124111A- (Wastage Events )",466,Miscellaneous/Uncategorized
INC1648099,FarEyeBelow said order not reflected in FarEye.  Please check & do the needfulOrder No       Shipment ID,Below said order not reflected in FarEye.  Please check & do the needfulOrder No,"Hi Team,
Due to infra issue order was not pushed to Fareye.
We have repushed the order now.
Order status is shipped.",FarEyeBelow said order not reflected in FarEye.  Please check & do the needfulOrder No       Shipment ID-Below said order not reflected in FarEye.  Please check & do the needfulOrder No,467,Order Management Issues
INC1643741,"POSBOPIS Order # -delivery type - , please rectify this asap.","BOPIS Order # -delivery type - , please rectify this asap.","Hi Team,

We have updated the order type as  Bopis now.
Please check now.
Please feel free to raise new incident in case of any issue.","POSBOPIS Order # -delivery type - , please rectify this asap.-BOPIS Order # -delivery type - , please rectify this asap.",468,Order Management Issues
INC1674285,"Please help to check and reason, why this  order got failed  payment for ALP deduction.",payment deduction failed,"As checked , we have received below response from payment provider.

2023-11-11T01:32:35.708860584Z stdout F 2023-11-11T01:32:35,616+00:00 | [ERROR] [TaskExecutor-master-1267558-ProcessTask [28285698278326]] [LynxMPGSRestServiceImpl] | Response Received : {""error"":{""cause"":""INVALID_REQUEST"",""explanation"":""Value '9417294337260779' is invalid. The token provided in the request is marked as invalid. The card details stored against the token must be updated before they can be used, because the acquirer or token service provider has informed the gateway that the card details are no longer valid. "",""field"":""sourceOfFunds.token"",""validationType"":""INVALID""},""result"":""ERROR""}

Please ask user to retokenize the card or add new card.

","Please help to check and reason, why this  order got failed  payment for ALP deduction.-payment deduction failed",469,Order Management Issues
INC1675939,POSOn hand quantity does not tally with system.,On hand quantity does not tally with system.,"We investigated and the stock position appears to be appropriate, with the current Stock Status for all SKUs set to shipElseTemporaryNotAvailable.
If you suspect there is a mismatch for any specific SKU or Warehouse, please provide us with a screenshot so that we can investigate further.

No action taken from Hybris.
Caller confirmed to close the icndient.",POSOn hand quantity does not tally with system.-On hand quantity does not tally with system.,470,Data Integrity & Synchronization Errors
